Time (s),Raw Acceleration,Acceleration x (m/s^2)
9.99,2543,-0.029138614
10,2546,-0.058277228
10.01,2537,0.029138614
10.02,2545,-0.048564356
10.03,2543,-0.029138614
10.04,2547,-0.067990099
10.05,2544,-0.038851485
10.06,2542,-0.019425743
10.07,2540,0
10.08,2547,-0.067990099
10.09,2542,-0.019425743
10.1,2553,-0.126267327
10.11,2540,0
10.12,2549,-0.087415842
10.13,2538,0.019425743
10.14,2552,-0.116554455
10.15,2546,-0.058277228
10.16,2557,-0.165118812
10.17,2547,-0.067990099
10.18,2549,-0.087415842
10.19,2540,0
10.2,2552,-0.116554455
10.21,2541,-0.009712871
10.22,2549,-0.087415842
10.23,2545,-0.048564356
10.24,2553,-0.126267327
10.25,2542,-0.019425743
10.26,2548,-0.07770297
10.27,2542,-0.019425743
10.28,2546,-0.058277228
10.29,2540,0
10.3,2547,-0.067990099
10.31,2549,-0.087415842
10.32,2544,-0.038851485
10.33,2546,-0.058277228
10.34,2547,-0.067990099
10.35,2546,-0.058277228
10.36,2545,-0.048564356
10.37,2549,-0.087415842
10.38,2542,-0.019425743
10.39,2553,-0.126267327
10.4,2540,0
10.41,2548,-0.07770297
10.42,2540,0
10.43,2546,-0.058277228
10.44,2544,-0.038851485
10.45,2550,-0.097128713
10.46,2544,-0.038851485
10.47,2554,-0.135980198
10.48,2541,-0.009712871
10.49,2549,-0.087415842
10.5,2540,0
10.51,2548,-0.07770297
10.52,2544,-0.038851485
10.53,2550,-0.097128713
10.54,2537,0.029138614
10.55,2555,-0.145693069
10.56,2541,-0.009712871
10.57,2552,-0.116554455
10.58,2540,0
10.59,2549,-0.087415842
10.6,2543,-0.029138614
10.61,2546,-0.058277228
10.62,2545,-0.048564356
10.63,2546,-0.058277228
10.64,2547,-0.067990099
10.65,2547,-0.067990099
10.66,2541,-0.009712871
10.67,2541,-0.009712871
10.68,2548,-0.07770297
10.69,2546,-0.058277228
10.7,2541,-0.009712871
10.71,2549,-0.087415842
10.72,2542,-0.019425743
10.73,2540,0
10.74,2546,-0.058277228
10.75,2539,0.009712871
10.76,2549,-0.087415842
10.77,2542,-0.019425743
10.78,2546,-0.058277228
10.79,2538,0.019425743
10.8,2551,-0.106841584
10.81,2542,-0.019425743
10.82,2552,-0.116554455
10.83,2542,-0.019425743
10.84,2552,-0.116554455
10.85,2541,-0.009712871
10.86,2546,-0.058277228
10.87,2541,-0.009712871
10.88,2544,-0.038851485
10.89,2545,-0.048564356
10.9,2550,-0.097128713
10.91,2545,-0.048564356
10.92,2547,-0.067990099
10.93,2542,-0.019425743
10.94,2550,-0.097128713
10.95,2542,-0.019425743
10.96,2546,-0.058277228
10.97,2544,-0.038851485
10.98,2546,-0.058277228
10.99,2546,-0.058277228
11,2544,-0.038851485
11.01,2546,-0.058277228
11.02,2548,-0.07770297
11.03,2544,-0.038851485
11.04,2544,-0.038851485
11.05,2544,-0.038851485
11.06,2542,-0.019425743
11.07,2546,-0.058277228
11.08,2544,-0.038851485
11.09,2547,-0.067990099
11.1,2543,-0.029138614
11.11,2550,-0.097128713
11.12,2538,0.019425743
11.13,2548,-0.07770297
11.14,2544,-0.038851485
11.15,2547,-0.067990099
11.16,2542,-0.019425743
11.17,2554,-0.135980198
11.18,2542,-0.019425743
11.19,2548,-0.07770297
