Time (s),Raw Acceleration,Acceleration x (m/s^2)
3.6,2540,0
3.61,2547,-0.067990099
3.62,2546,-0.058277228
3.63,2550,-0.097128713
3.64,2541,-0.009712871
3.65,2510,0.291386139
3.66,2474,0.641049505
3.67,2483,0.553633663
3.68,2544,-0.038851485
3.69,2608,-0.660475248
3.7,2694,-1.495782178
3.71,2711,-1.66090099
3.72,2680,-1.35980198
3.73,2614,-0.718752475
3.74,2549,-0.087415842
3.75,2498,0.407940594
3.76,2403,1.330663366
3.77,2322,2.117405941
3.78,2265,2.671039604
3.79,2294,2.389366337
3.8,2364,1.709465347
3.81,2471,0.670188119
3.82,2574,-0.330237624
3.83,2708,-1.631762376
3.84,2861,-3.117831683
3.85,3019,-4.652465347
3.86,2955,-4.030841584
3.87,2832,-2.836158416
3.88,2707,-1.622049505
3.89,2594,-0.52449505
3.9,2481,0.573059406
3.91,2290,2.428217822
3.92,2089,4.38050495
3.93,1958,5.652891089
3.94,2066,4.60390099
3.95,2192,3.380079208
3.96,2365,1.699752475
3.97,2548,-0.07770297
3.98,2719,-1.73860396
3.99,2917,-3.661752475
4,3148,-5.905425743
4.01,3241,-6.808722772
4.02,2959,-4.069693069
4.03,2826,-2.777881188
4.04,2666,-1.223821782
4.05,2505,0.339950495
4.06,2316,2.175683168
4.07,2110,4.176534653
4.08,1937,5.856861386
4.09,1952,5.711168317
4.1,2125,4.030841584
4.11,2258,2.739029703
4.12,2458,0.796455446
4.13,2634,-0.913009901
4.14,2775,-2.282524752
4.15,2983,-4.30280198
4.16,3211,-6.517336634
4.17,3145,-5.876287129
4.18,2930,-3.788019802
4.19,2769,-2.224247525
4.2,2611,-0.689613861
4.21,2436,1.010138614
4.22,2243,2.884722772
4.23,2061,4.652465347
4.24,1911,6.10939604
4.25,2020,5.050693069
4.26,2160,3.690891089
4.27,2318,2.156257426
4.28,2540,0
4.29,2687,-1.427792079
4.3,2843,-2.943
4.31,3075,-5.196386139
4.32,3245,-6.847574257
4.33,3029,-4.749594059
4.34,2862,-3.127544554
4.35,2727,-1.816306931
4.36,2537,0.029138614
4.37,2369,1.66090099
4.38,2154,3.749168317
4.39,1996,5.28380198
4.4,1942,5.80829703
4.41,2088,4.390217822
4.42,2209,3.214960396
4.43,2384,1.515207921
4.44,2599,-0.573059406
4.45,2745,-1.991138614
4.46,2921,-3.70060396
4.47,3142,-5.847148515
4.48,3216,-6.56590099
4.49,2948,-3.962851485
4.5,2807,-2.593336634
4.51,2662,-1.184970297
4.52,2497,0.417653465
4.53,2292,2.408792079
4.54,2103,4.244524752
4.55,1957,5.66260396
4.56,1963,5.604326733
4.57,2152,3.768594059
4.58,2264,2.680752475
4.59,2471,0.670188119
4.6,2649,-1.05870297
4.61,2788,-2.408792079
4.62,2995,-4.419356436
4.63,3212,-6.527049505
4.64,3107,-5.50719802
4.65,2892,-3.418930693
4.66,2770,-2.233960396
4.67,2600,-0.582772277
4.68,2431,1.05870297
4.69,2223,3.078980198
4.7,2039,4.866148515
4.71,1901,6.206524752
4.72,2073,4.535910891
4.73,2201,3.292663366
4.74,2325,2.088267327
4.75,2531,0.087415842
4.76,2699,-1.544346535
4.77,2873,-3.234386139
4.78,3094,-5.380930693
4.79,3229,-6.692168317
4.8,2970,-4.176534653
4.81,2852,-3.030415842
4.82,2713,-1.680326733
4.83,2545,-0.048564356
4.84,2350,1.845445545
4.85,2155,3.739455446
4.86,1988,5.36150495
4.87,1946,5.769445545
4.88,2143,3.856009901
4.89,2245,2.86529703
4.9,2401,1.350089109
4.91,2602,-0.60219802
4.92,2765,-2.18539604
4.93,2939,-3.875435644
4.94,3162,-6.041405941
4.95,3160,-6.021980198
4.96,2914,-3.632613861
4.97,2807,-2.593336634
4.98,2666,-1.223821782
4.99,2480,0.582772277
5,2278,2.544772277
5.01,2083,4.438782178
5.02,1931,5.915138614
5.03,2011,5.138108911
5.04,2165,3.642326733
5.05,2292,2.408792079
5.06,2463,0.747891089
5.07,2659,-1.155831683
5.08,2811,-2.632188119
5.09,3033,-4.788445545
5.1,3218,-6.585326733
5.11,3052,-4.972990099
5.12,2851,-3.02070297
5.13,2770,-2.233960396
5.14,2595,-0.534207921
5.15,2423,1.136405941
5.16,2206,3.24409901
5.17,2019,5.060405941
5.18,1912,6.099683168
5.19,2087,4.399930693
5.2,2227,3.040128713
5.21,2353,1.816306931
5.22,2550,-0.097128713
5.23,2713,-1.680326733
5.24,2896,-3.457782178
5.25,3108,-5.516910891
5.26,3218,-6.585326733
5.27,2934,-3.826871287
5.28,2826,-2.777881188
5.29,2722,-1.767742574
5.3,2524,0.155405941
5.31,2338,1.962
5.32,2124,4.040554455
5.33,1992,5.322653465
5.34,1960,5.633465347
5.35,2145,3.836584158
5.36,2267,2.651613861
5.37,2433,1.039277228
5.38,2599,-0.573059406
5.39,2771,-2.243673267
5.4,2966,-4.137683168
5.41,3185,-6.26480198
5.42,3136,-5.788871287
5.43,2889,-3.389792079
5.44,2795,-2.476782178
5.45,2659,-1.155831683
5.46,2467,0.709039604
5.47,2234,2.972138614
5.48,2032,4.934138614
5.49,1923,5.992841584
5.5,2042,4.837009901
5.51,2202,3.282950495
5.52,2328,2.059128713
5.53,2514,0.252534653
5.54,2672,-1.28209901
5.55,2862,-3.127544554
5.56,3089,-5.332366337
5.57,3238,-6.779584158
5.58,2957,-4.050267327
5.59,2838,-2.894435644
5.6,2731,-1.855158416
5.61,2565,-0.242821782
5.62,2356,1.787168317
5.63,2164,3.652039604
5.64,1980,5.439207921
5.65,1944,5.788871287
5.66,2123,4.050267327
5.67,2254,2.777881188
5.68,2398,1.379227723
5.69,2578,-0.369089109
5.7,2740,-1.942574257
5.71,2944,-3.924
5.72,3174,-6.157960396
5.73,3194,-6.352217822
5.74,2892,-3.418930693
5.75,2787,-2.399079208
5.76,2681,-1.369514851
5.77,2500,0.388514851
5.78,2288,2.447643564
5.79,2079,4.477633663
5.8,1926,5.96370297
5.81,2015,5.099257426
5.82,2163,3.661752475
5.83,2293,2.399079208
5.84,2464,0.738178218
5.85,2637,-0.942148515
5.86,2812,-2.64190099
5.87,3044,-4.895287129
5.88,3238,-6.779584158
5.89,3060,-5.050693069
5.9,2851,-3.02070297
5.91,2750,-2.03970297
5.92,2611,-0.689613861
5.93,2420,1.165544554
5.94,2202,3.282950495
5.95,2016,5.089544554
5.96,1963,5.604326733
5.97,2086,4.409643564
5.98,2155,3.739455446
5.99,2359,1.758029703
6,2585,-0.437079208
6.01,2755,-2.088267327
6.02,2923,-3.720029703
6.03,3117,-5.604326733
6.04,3111,-5.546049505
6.05,2870,-3.205247525
6.06,2712,-1.670613861
6.07,2620,-0.777029703
6.08,2479,0.592485149
6.09,2304,2.292237624
6.1,2169,3.603475248
6.11,2178,3.516059406
6.12,2214,3.16639604
6.13,2304,2.292237624
6.14,2440,0.971287129
6.15,2562,-0.213683168
6.16,2658,-1.146118812
6.17,2740,-1.942574257
6.18,2799,-2.515633663
6.19,2824,-2.758455446
6.2,2746,-2.000851485
6.21,2603,-0.611910891
6.22,2524,0.155405941
6.23,2495,0.437079208
6.24,2439,0.981
6.25,2432,1.048990099
6.26,2426,1.107267327
6.27,2486,0.52449505
6.28,2516,0.233108911
6.29,2554,-0.135980198
6.3,2569,-0.281673267
6.31,2585,-0.437079208
6.32,2550,-0.097128713
6.33,2558,-0.174831683
6.34,2547,-0.067990099
6.35,2551,-0.106841584
6.36,2545,-0.048564356
6.37,2550,-0.097128713
6.38,2547,-0.067990099
