Time (s),Raw Acceleration,Acceleration x (m/s^2)
3.19,2544,-0.038851485
3.2,2542,-0.019425743
3.21,2549,-0.087415842
3.22,2542,-0.019425743
3.23,2547,-0.067990099
3.24,2545,-0.048564356
3.25,2532,0.07770297
3.26,2508,0.310811881
3.27,2522,0.174831683
3.28,2550,-0.097128713
3.29,2600,-0.582772277
3.3,2618,-0.75760396
3.31,2616,-0.738178218
3.32,2596,-0.543920792
3.33,2561,-0.203970297
3.34,2513,0.262247525
3.35,2482,0.563346535
3.36,2424,1.126693069
3.37,2420,1.165544554
3.38,2411,1.252960396
3.39,2459,0.786742574
3.4,2522,0.174831683
3.41,2587,-0.45650495
3.42,2641,-0.981
3.43,2720,-1.748316832
3.44,2763,-2.165970297
3.45,2721,-1.758029703
3.46,2641,-0.981
3.47,2593,-0.514782178
3.48,2547,-0.067990099
3.49,2498,0.407940594
3.5,2404,1.320950495
3.51,2330,2.03970297
3.52,2299,2.34080198
3.53,2314,2.195108911
3.54,2395,1.408366337
3.55,2498,0.407940594
3.56,2588,-0.466217822
3.57,2666,-1.223821782
3.58,2756,-2.097980198
3.59,2834,-2.855584158
3.6,2843,-2.943
3.61,2727,-1.816306931
3.62,2610,-0.67990099
3.63,2545,-0.048564356
3.64,2510,0.291386139
3.65,2412,1.243247525
3.66,2314,2.195108911
3.67,2274,2.583623762
3.68,2302,2.311663366
3.69,2342,1.923148515
3.7,2452,0.854732673
3.71,2543,-0.029138614
3.72,2616,-0.738178218
3.73,2705,-1.602623762
3.74,2785,-2.379653465
3.75,2849,-3.001277228
3.76,2806,-2.583623762
3.77,2687,-1.427792079
3.78,2592,-0.505069307
3.79,2530,0.097128713
3.8,2472,0.660475248
3.81,2370,1.651188119
3.82,2298,2.350514851
3.83,2283,2.496207921
3.84,2310,2.233960396
3.85,2379,1.563772277
3.86,2490,0.485643564
3.87,2579,-0.37880198
3.88,2644,-1.010138614
3.89,2740,-1.942574257
3.9,2806,-2.583623762
3.91,2849,-3.001277228
3.92,2758,-2.117405941
3.93,2646,-1.029564356
3.94,2564,-0.233108911
3.95,2518,0.213683168
3.96,2438,0.990712871
3.97,2344,1.903722772
3.98,2289,2.437930693
3.99,2294,2.389366337
4,2325,2.088267327
4.01,2421,1.155831683
4.02,2524,0.155405941
4.03,2600,-0.582772277
4.04,2679,-1.350089109
4.05,2779,-2.321376238
4.06,2838,-2.894435644
4.07,2827,-2.787594059
4.08,2705,-1.602623762
4.09,2614,-0.718752475
4.1,2545,-0.048564356
4.11,2500,0.388514851
4.12,2393,1.427792079
4.13,2318,2.156257426
4.14,2279,2.535059406
4.15,2299,2.34080198
4.16,2361,1.73860396
4.17,2461,0.767316832
4.18,2548,-0.07770297
4.19,2617,-0.747891089
4.2,2711,-1.66090099
4.21,2796,-2.48649505
4.22,2850,-3.010990099
4.23,2791,-2.437930693
4.24,2663,-1.194683168
4.25,2580,-0.388514851
4.26,2520,0.194257426
4.27,2465,0.728465347
4.28,2379,1.563772277
4.29,2299,2.34080198
4.3,2283,2.496207921
4.31,2302,2.311663366
4.32,2399,1.369514851
4.33,2504,0.349663366
4.34,2587,-0.45650495
4.35,2646,-1.029564356
4.36,2753,-2.068841584
4.37,2822,-2.739029703
4.38,2841,-2.923574257
4.39,2728,-1.826019802
4.4,2633,-0.90329703
4.41,2553,-0.126267327
4.42,2515,0.242821782
4.43,2422,1.146118812
4.44,2338,1.962
4.45,2283,2.496207921
4.46,2301,2.321376238
4.47,2330,2.03970297
4.48,2431,1.05870297
4.49,2533,0.067990099
4.5,2608,-0.660475248
4.51,2679,-1.350089109
4.52,2774,-2.272811881
4.53,2850,-3.010990099
4.54,2811,-2.632188119
4.55,2704,-1.592910891
4.56,2599,-0.573059406
4.57,2530,0.097128713
4.58,2482,0.563346535
4.59,2399,1.369514851
4.6,2308,2.253386139
4.61,2283,2.496207921
4.62,2298,2.350514851
4.63,2365,1.699752475
4.64,2470,0.67990099
4.65,2566,-0.252534653
4.66,2626,-0.835306931
4.67,2721,-1.758029703
4.68,2798,-2.505920792
4.69,2862,-3.127544554
4.7,2762,-2.156257426
4.71,2664,-1.20439604
4.72,2573,-0.320524752
4.73,2526,0.135980198
4.74,2459,0.786742574
4.75,2359,1.758029703
4.76,2291,2.41850495
4.77,2295,2.379653465
4.78,2323,2.107693069
4.79,2407,1.291811881
4.8,2508,0.310811881
4.81,2592,-0.505069307
4.82,2658,-1.146118812
4.83,2751,-2.049415842
4.84,2834,-2.855584158
4.85,2842,-2.933287129
4.86,2732,-1.864871287
4.87,2622,-0.796455446
4.88,2556,-0.155405941
4.89,2500,0.388514851
4.9,2420,1.165544554
4.91,2320,2.136831683
4.92,2291,2.41850495
4.93,2289,2.437930693
4.94,2343,1.913435644
4.95,2442,0.951861386
4.96,2552,-0.116554455
4.97,2611,-0.689613861
4.98,2703,-1.58319802
4.99,2778,-2.311663366
5,2857,-3.078980198
5.01,2796,-2.48649505
5.02,2688,-1.43750495
5.03,2595,-0.534207921
5.04,2543,-0.029138614
5.05,2468,0.699326733
5.06,2384,1.515207921
5.07,2305,2.282524752
5.08,2290,2.428217822
5.09,2305,2.282524752
5.1,2386,1.495782178
5.11,2487,0.514782178
5.12,2580,-0.388514851
5.13,2628,-0.854732673
5.14,2728,-1.826019802
5.15,2801,-2.535059406
5.16,2860,-3.108118812
5.17,2759,-2.127118812
5.18,2648,-1.048990099
5.19,2569,-0.281673267
5.2,2511,0.281673267
5.21,2448,0.893584158
5.22,2345,1.894009901
5.23,2292,2.408792079
5.24,2301,2.321376238
5.25,2323,2.107693069
5.26,2419,1.175257426
5.27,2529,0.106841584
5.28,2597,-0.553633663
5.29,2664,-1.20439604
5.3,2756,-2.097980198
5.31,2854,-3.049841584
5.32,2821,-2.729316832
5.33,2716,-1.709465347
5.34,2606,-0.641049505
5.35,2558,-0.174831683
5.36,2491,0.475930693
5.37,2398,1.379227723
5.38,2314,2.195108911
5.39,2291,2.41850495
5.4,2298,2.350514851
5.41,2356,1.787168317
5.42,2452,0.854732673
5.43,2559,-0.184544554
5.44,2613,-0.709039604
5.45,2703,-1.58319802
5.46,2781,-2.34080198
5.47,2859,-3.098405941
5.48,2799,-2.515633663
5.49,2666,-1.223821782
5.5,2587,-0.45650495
5.51,2525,0.145693069
5.52,2471,0.670188119
5.53,2363,1.719178218
5.54,2305,2.282524752
5.55,2285,2.476782178
5.56,2308,2.253386139
5.57,2394,1.418079208
5.58,2521,0.184544554
5.59,2596,-0.543920792
5.6,2683,-1.388940594
5.61,2738,-1.923148515
5.62,2809,-2.612762376
5.63,2787,-2.399079208
5.64,2686,-1.418079208
5.65,2576,-0.349663366
5.66,2532,0.07770297
5.67,2486,0.52449505
5.68,2438,0.990712871
5.69,2392,1.43750495
5.7,2392,1.43750495
5.71,2406,1.301524752
5.72,2441,0.961574257
5.73,2489,0.495356436
5.74,2570,-0.291386139
5.75,2611,-0.689613861
5.76,2634,-0.913009901
5.77,2664,-1.20439604
5.78,2693,-1.486069307
5.79,2634,-0.913009901
5.8,2562,-0.213683168
5.81,2518,0.213683168
5.82,2505,0.339950495
5.83,2502,0.369089109
5.84,2491,0.475930693
5.85,2484,0.543920792
5.86,2510,0.291386139
5.87,2539,0.009712871
5.88,2559,-0.184544554
5.89,2569,-0.281673267
5.9,2556,-0.155405941
5.91,2553,-0.126267327
5.92,2544,-0.038851485
5.93,2554,-0.135980198
5.94,2550,-0.097128713
5.95,2552,-0.116554455
5.96,2542,-0.019425743
