Time (s),Raw Acceleration,Acceleration x (m/s^2)
2.81,2551,-0.106841584
2.82,2548,-0.07770297
2.83,2548,-0.07770297
2.84,2546,-0.058277228
2.85,2548,-0.07770297
2.86,2542,-0.019425743
2.87,2546,-0.058277228
2.88,2544,-0.038851485
2.89,2546,-0.058277228
2.9,2535,0.048564356
2.91,2531,0.087415842
2.92,2553,-0.126267327
2.93,2571,-0.30109901
2.94,2586,-0.446792079
2.95,2584,-0.427366337
2.96,2575,-0.339950495
2.97,2523,0.165118812
2.98,2493,0.45650495
2.99,2456,0.815881188
3,2472,0.660475248
3.01,2492,0.466217822
3.02,2544,-0.038851485
3.03,2594,-0.52449505
3.04,2667,-1.233534653
3.05,2680,-1.35980198
3.06,2659,-1.155831683
3.07,2585,-0.437079208
3.08,2530,0.097128713
3.09,2469,0.689613861
3.1,2439,0.981
3.11,2399,1.369514851
3.12,2407,1.291811881
3.13,2428,1.087841584
3.14,2524,0.155405941
3.15,2610,-0.67990099
3.16,2715,-1.699752475
3.17,2776,-2.292237624
3.18,2734,-1.88429703
3.19,2620,-0.777029703
3.2,2522,0.174831683
3.21,2454,0.835306931
3.22,2427,1.097554455
3.23,2405,1.311237624
3.24,2402,1.340376238
3.25,2415,1.214108911
3.26,2473,0.650762376
3.27,2576,-0.349663366
3.28,2663,-1.194683168
3.29,2748,-2.020277228
3.3,2756,-2.097980198
3.31,2687,-1.427792079
3.32,2564,-0.233108911
3.33,2492,0.466217822
3.34,2432,1.048990099
3.35,2414,1.223821782
3.36,2404,1.320950495
3.37,2411,1.252960396
3.38,2431,1.05870297
3.39,2518,0.213683168
3.4,2615,-0.728465347
3.41,2710,-1.651188119
3.42,2767,-2.204821782
3.43,2725,-1.796881188
3.44,2617,-0.747891089
3.45,2523,0.165118812
3.46,2462,0.75760396
3.47,2417,1.194683168
3.48,2406,1.301524752
3.49,2401,1.350089109
3.5,2423,1.136405941
3.51,2473,0.650762376
3.52,2571,-0.30109901
3.53,2661,-1.175257426
3.54,2745,-1.991138614
3.55,2747,-2.010564356
3.56,2687,-1.427792079
3.57,2564,-0.233108911
3.58,2496,0.427366337
3.59,2428,1.087841584
3.6,2426,1.107267327
3.61,2398,1.379227723
3.62,2409,1.272386139
3.63,2432,1.048990099
3.64,2522,0.174831683
3.65,2616,-0.738178218
3.66,2710,-1.651188119
3.67,2761,-2.146544554
3.68,2733,-1.874584158
3.69,2626,-0.835306931
3.7,2524,0.155405941
3.71,2455,0.825594059
3.72,2421,1.155831683
3.73,2407,1.291811881
3.74,2413,1.233534653
3.75,2415,1.214108911
3.76,2474,0.641049505
3.77,2574,-0.330237624
3.78,2665,-1.214108911
3.79,2743,-1.971712871
3.8,2754,-2.078554455
3.81,2685,-1.408366337
3.82,2563,-0.22339604
3.83,2497,0.417653465
3.84,2436,1.010138614
3.85,2406,1.301524752
3.86,2401,1.350089109
3.87,2408,1.28209901
3.88,2441,0.961574257
3.89,2526,0.135980198
3.9,2616,-0.738178218
3.91,2709,-1.641475248
3.92,2757,-2.107693069
3.93,2733,-1.874584158
3.94,2621,-0.786742574
3.95,2528,0.116554455
3.96,2470,0.67990099
3.97,2419,1.175257426
3.98,2408,1.28209901
3.99,2399,1.369514851
4,2421,1.155831683
4.01,2478,0.60219802
4.02,2567,-0.262247525
4.03,2660,-1.165544554
4.04,2748,-2.020277228
4.05,2760,-2.136831683
4.06,2681,-1.369514851
4.07,2562,-0.213683168
4.08,2499,0.398227723
4.09,2426,1.107267327
4.1,2417,1.194683168
4.11,2395,1.408366337
4.12,2413,1.233534653
4.13,2430,1.068415842
4.14,2526,0.135980198
4.15,2613,-0.709039604
4.16,2710,-1.651188119
4.17,2763,-2.165970297
4.18,2737,-1.913435644
4.19,2618,-0.75760396
4.2,2527,0.126267327
4.21,2460,0.777029703
4.22,2426,1.107267327
4.23,2401,1.350089109
4.24,2413,1.233534653
4.25,2414,1.223821782
4.26,2475,0.631336634
4.27,2569,-0.281673267
4.28,2657,-1.136405941
4.29,2749,-2.029990099
4.3,2749,-2.029990099
4.31,2686,-1.418079208
4.32,2563,-0.22339604
4.33,2503,0.359376238
4.34,2433,1.039277228
4.35,2409,1.272386139
4.36,2396,1.398653465
4.37,2404,1.320950495
4.38,2436,1.010138614
4.39,2532,0.07770297
4.4,2613,-0.709039604
4.41,2711,-1.66090099
4.42,2757,-2.107693069
4.43,2729,-1.835732673
4.44,2618,-0.75760396
4.45,2531,0.087415842
4.46,2465,0.728465347
4.47,2419,1.175257426
4.48,2403,1.330663366
4.49,2401,1.350089109
4.5,2415,1.214108911
4.51,2477,0.611910891
4.52,2572,-0.310811881
4.53,2658,-1.146118812
4.54,2742,-1.962
4.55,2752,-2.059128713
4.56,2682,-1.379227723
4.57,2564,-0.233108911
4.58,2501,0.37880198
4.59,2435,1.019851485
4.6,2419,1.175257426
4.61,2396,1.398653465
4.62,2414,1.223821782
4.63,2436,1.010138614
4.64,2532,0.07770297
4.65,2607,-0.650762376
4.66,2712,-1.670613861
4.67,2757,-2.107693069
4.68,2735,-1.894009901
4.69,2619,-0.767316832
4.7,2534,0.058277228
4.71,2456,0.815881188
4.72,2422,1.146118812
4.73,2397,1.388940594
4.74,2410,1.262673267
4.75,2415,1.214108911
4.76,2475,0.631336634
4.77,2565,-0.242821782
4.78,2660,-1.165544554
4.79,2747,-2.010564356
4.8,2750,-2.03970297
4.81,2685,-1.408366337
4.82,2572,-0.310811881
4.83,2491,0.475930693
4.84,2435,1.019851485
4.85,2409,1.272386139
4.86,2404,1.320950495
4.87,2411,1.252960396
4.88,2440,0.971287129
4.89,2520,0.194257426
4.9,2603,-0.611910891
4.91,2703,-1.58319802
4.92,2760,-2.136831683
4.93,2736,-1.903722772
4.94,2627,-0.845019802
4.95,2531,0.087415842
4.96,2462,0.75760396
4.97,2414,1.223821782
4.98,2403,1.330663366
4.99,2413,1.233534653
5,2413,1.233534653
5.01,2480,0.582772277
5.02,2571,-0.30109901
5.03,2660,-1.165544554
5.04,2742,-1.962
5.05,2752,-2.059128713
5.06,2686,-1.418079208
5.07,2574,-0.330237624
5.08,2497,0.417653465
5.09,2429,1.078128713
5.1,2418,1.184970297
5.11,2393,1.427792079
5.12,2414,1.223821782
5.13,2435,1.019851485
5.14,2520,0.194257426
5.15,2609,-0.670188119
5.16,2713,-1.680326733
5.17,2760,-2.136831683
5.18,2733,-1.874584158
5.19,2623,-0.806168317
5.2,2533,0.067990099
5.21,2458,0.796455446
5.22,2424,1.126693069
5.23,2397,1.388940594
5.24,2411,1.252960396
5.25,2413,1.233534653
5.26,2481,0.573059406
5.27,2566,-0.252534653
5.28,2668,-1.243247525
5.29,2740,-1.942574257
5.3,2752,-2.059128713
5.31,2684,-1.398653465
5.32,2571,-0.30109901
5.33,2495,0.437079208
5.34,2439,0.981
5.35,2410,1.262673267
5.36,2400,1.35980198
5.37,2407,1.291811881
5.38,2444,0.932435644
5.39,2523,0.165118812
5.4,2611,-0.689613861
5.41,2705,-1.602623762
5.42,2761,-2.146544554
5.43,2734,-1.88429703
5.44,2624,-0.815881188
5.45,2533,0.067990099
5.46,2465,0.728465347
5.47,2416,1.20439604
5.48,2403,1.330663366
5.49,2405,1.311237624
5.5,2414,1.223821782
5.51,2477,0.611910891
5.52,2569,-0.281673267
5.53,2661,-1.175257426
5.54,2741,-1.952287129
5.55,2753,-2.068841584
5.56,2679,-1.350089109
5.57,2571,-0.30109901
5.58,2496,0.427366337
5.59,2428,1.087841584
5.6,2409,1.272386139
5.61,2397,1.388940594
5.62,2414,1.223821782
5.63,2434,1.029564356
5.64,2521,0.184544554
5.65,2604,-0.621623762
5.66,2706,-1.612336634
5.67,2757,-2.107693069
5.68,2735,-1.894009901
5.69,2625,-0.825594059
5.7,2534,0.058277228
5.71,2454,0.835306931
5.72,2419,1.175257426
