Time (s),Raw Acceleration,Acceleration x (m/s^2)
3.27,2544,-0.038851485
3.28,2538,0.019425743
3.29,2542,-0.019425743
3.3,2545,-0.048564356
3.31,2547,-0.067990099
3.32,2547,-0.067990099
3.33,2544,-0.038851485
3.34,2540,0
3.35,2538,0.019425743
3.36,2547,-0.067990099
3.37,2549,-0.087415842
3.38,2562,-0.213683168
3.39,2568,-0.271960396
3.4,2566,-0.252534653
3.41,2548,-0.07770297
3.42,2532,0.07770297
3.43,2515,0.242821782
3.44,2507,0.320524752
3.45,2499,0.398227723
3.46,2505,0.339950495
3.47,2518,0.213683168
3.48,2548,-0.07770297
3.49,2579,-0.37880198
3.5,2603,-0.611910891
3.51,2618,-0.75760396
3.52,2603,-0.611910891
3.53,2599,-0.573059406
3.54,2578,-0.369089109
3.55,2554,-0.135980198
3.56,2521,0.184544554
3.57,2500,0.388514851
3.58,2465,0.728465347
3.59,2469,0.689613861
3.6,2464,0.738178218
3.61,2479,0.592485149
3.62,2489,0.495356436
3.63,2551,-0.106841584
3.64,2588,-0.466217822
3.65,2655,-1.116980198
3.66,2666,-1.223821782
3.67,2656,-1.126693069
3.68,2603,-0.611910891
3.69,2574,-0.330237624
3.7,2538,0.019425743
3.71,2533,0.067990099
3.72,2505,0.339950495
3.73,2488,0.505069307
3.74,2449,0.883871287
3.75,2455,0.825594059
3.76,2457,0.806168317
3.77,2482,0.563346535
3.78,2522,0.174831683
3.79,2578,-0.369089109
3.8,2617,-0.747891089
3.81,2661,-1.175257426
3.82,2662,-1.184970297
3.83,2623,-0.806168317
3.84,2592,-0.505069307
3.85,2564,-0.233108911
3.86,2536,0.038851485
3.87,2510,0.291386139
3.88,2501,0.37880198
3.89,2471,0.670188119
3.9,2446,0.913009901
3.91,2454,0.835306931
3.92,2470,0.67990099
3.93,2495,0.437079208
3.94,2544,-0.038851485
3.95,2587,-0.45650495
3.96,2623,-0.806168317
3.97,2667,-1.233534653
3.98,2651,-1.078128713
3.99,2613,-0.709039604
4,2581,-0.398227723
4.01,2550,-0.097128713
4.02,2526,0.135980198
4.03,2509,0.30109901
4.04,2485,0.534207921
4.05,2462,0.75760396
4.06,2452,0.854732673
4.07,2466,0.718752475
4.08,2481,0.573059406
4.09,2512,0.271960396
4.1,2553,-0.126267327
4.11,2603,-0.611910891
4.12,2642,-0.990712871
4.13,2679,-1.350089109
4.14,2628,-0.854732673
4.15,2604,-0.621623762
4.16,2561,-0.203970297
4.17,2554,-0.135980198
4.18,2517,0.22339604
4.19,2512,0.271960396
4.2,2472,0.660475248
4.21,2456,0.815881188
4.22,2453,0.845019802
4.23,2473,0.650762376
4.24,2482,0.563346535
4.25,2527,0.126267327
4.26,2568,-0.271960396
4.27,2614,-0.718752475
4.28,2659,-1.155831683
4.29,2663,-1.194683168
4.3,2624,-0.815881188
4.31,2594,-0.52449505
4.32,2556,-0.155405941
4.33,2531,0.087415842
4.34,2515,0.242821782
4.35,2492,0.466217822
4.36,2467,0.709039604
4.37,2450,0.874158416
4.38,2465,0.728465347
4.39,2473,0.650762376
4.4,2499,0.398227723
4.41,2548,-0.07770297
4.42,2594,-0.52449505
4.43,2632,-0.893584158
4.44,2673,-1.291811881
4.45,2648,-1.048990099
4.46,2613,-0.709039604
4.47,2575,-0.339950495
4.48,2554,-0.135980198
4.49,2523,0.165118812
4.5,2509,0.30109901
4.51,2485,0.534207921
4.52,2460,0.777029703
4.53,2454,0.835306931
4.54,2464,0.738178218
4.55,2477,0.611910891
4.56,2521,0.184544554
4.57,2566,-0.252534653
4.58,2602,-0.60219802
4.59,2653,-1.097554455
4.6,2670,-1.262673267
4.61,2642,-0.990712871
4.62,2592,-0.505069307
4.63,2570,-0.291386139
4.64,2538,0.019425743
4.65,2527,0.126267327
4.66,2498,0.407940594
4.67,2474,0.641049505
4.68,2446,0.913009901
4.69,2460,0.777029703
4.7,2467,0.709039604
4.71,2501,0.37880198
4.72,2535,0.048564356
4.73,2585,-0.437079208
4.74,2611,-0.689613861
4.75,2671,-1.272386139
4.76,2652,-1.087841584
4.77,2625,-0.825594059
4.78,2583,-0.417653465
4.79,2559,-0.184544554
4.8,2528,0.116554455
4.81,2516,0.233108911
4.82,2483,0.553633663
4.83,2469,0.689613861
4.84,2451,0.864445545
4.85,2463,0.747891089
4.86,2479,0.592485149
4.87,2506,0.330237624
4.88,2553,-0.126267327
4.89,2595,-0.534207921
4.9,2640,-0.971287129
4.91,2671,-1.272386139
4.92,2648,-1.048990099
4.93,2602,-0.60219802
4.94,2576,-0.349663366
4.95,2544,-0.038851485
4.96,2533,0.067990099
4.97,2503,0.359376238
4.98,2482,0.563346535
4.99,2446,0.913009901
5,2457,0.806168317
5.01,2465,0.728465347
5.02,2494,0.446792079
5.03,2518,0.213683168
5.04,2569,-0.281673267
5.05,2608,-0.660475248
5.06,2657,-1.136405941
5.07,2669,-1.252960396
5.08,2626,-0.835306931
5.09,2598,-0.563346535
5.1,2562,-0.213683168
5.11,2543,-0.029138614
5.12,2521,0.184544554
5.13,2499,0.398227723
5.14,2461,0.767316832
5.15,2447,0.90329703
5.16,2456,0.815881188
5.17,2477,0.611910891
5.18,2492,0.466217822
5.19,2549,-0.087415842
5.2,2577,-0.359376238
5.21,2631,-0.883871287
5.22,2665,-1.214108911
5.23,2663,-1.194683168
5.24,2606,-0.641049505
5.25,2582,-0.407940594
5.26,2547,-0.067990099
5.27,2535,0.048564356
5.28,2506,0.330237624
5.29,2492,0.466217822
5.3,2456,0.815881188
5.31,2457,0.806168317
5.32,2461,0.767316832
5.33,2482,0.563346535
5.34,2510,0.291386139
5.35,2561,-0.203970297
5.36,2599,-0.573059406
5.37,2645,-1.019851485
5.38,2667,-1.233534653
5.39,2640,-0.971287129
5.4,2603,-0.611910891
5.41,2568,-0.271960396
5.42,2546,-0.058277228
5.43,2519,0.203970297
5.44,2502,0.369089109
5.45,2471,0.670188119
5.46,2459,0.786742574
5.47,2456,0.815881188
5.48,2470,0.67990099
5.49,2486,0.52449505
5.5,2534,0.058277228
5.51,2573,-0.320524752
5.52,2620,-0.777029703
5.53,2658,-1.146118812
5.54,2665,-1.214108911
5.55,2623,-0.806168317
5.56,2590,-0.485643564
5.57,2555,-0.145693069
5.58,2539,0.009712871
5.59,2513,0.262247525
5.6,2497,0.417653465
5.61,2462,0.75760396
5.62,2452,0.854732673
5.63,2465,0.728465347
5.64,2466,0.718752475
5.65,2494,0.446792079
5.66,2557,-0.165118812
5.67,2607,-0.650762376
5.68,2638,-0.951861386
5.69,2672,-1.28209901
5.7,2618,-0.75760396
5.71,2587,-0.45650495
5.72,2561,-0.203970297
5.73,2547,-0.067990099
5.74,2517,0.22339604
5.75,2519,0.203970297
5.76,2493,0.45650495
5.77,2484,0.543920792
5.78,2482,0.563346535
5.79,2505,0.339950495
5.8,2519,0.203970297
5.81,2554,-0.135980198
5.82,2570,-0.291386139
5.83,2587,-0.45650495
5.84,2584,-0.427366337
5.85,2580,-0.388514851
5.86,2569,-0.281673267
5.87,2566,-0.252534653
5.88,2544,-0.038851485
5.89,2539,0.009712871
5.9,2524,0.155405941
5.91,2527,0.126267327
5.92,2523,0.165118812
5.93,2539,0.009712871
5.94,2546,-0.058277228
5.95,2543,-0.029138614
5.96,2553,-0.126267327
5.97,2548,-0.07770297
5.98,2548,-0.07770297
5.99,2545,-0.048564356
6,2552,-0.116554455
6.01,2542,-0.019425743
6.02,2551,-0.106841584
