Time (s),Raw Acceleration,Acceleration x (m/s^2)
3.8,2542,-0.019425743
3.81,2550,-0.097128713
3.82,2545,-0.048564356
3.83,2545,-0.048564356
3.84,2541,-0.009712871
3.85,2544,-0.038851485
3.86,2533,0.067990099
3.87,2528,0.116554455
3.88,2535,0.048564356
3.89,2562,-0.213683168
3.9,2588,-0.466217822
3.91,2595,-0.534207921
3.92,2599,-0.573059406
3.93,2564,-0.233108911
3.94,2551,-0.106841584
3.95,2512,0.271960396
3.96,2487,0.514782178
3.97,2460,0.777029703
3.98,2459,0.786742574
3.99,2466,0.718752475
4,2482,0.563346535
4.01,2534,0.058277228
4.02,2591,-0.495356436
4.03,2642,-0.990712871
4.04,2705,-1.602623762
4.05,2682,-1.379227723
4.06,2641,-0.981
4.07,2596,-0.543920792
4.08,2557,-0.165118812
4.09,2541,-0.009712871
4.1,2487,0.514782178
4.11,2450,0.874158416
4.12,2375,1.602623762
4.13,2391,1.447217822
4.14,2381,1.544346535
4.15,2446,0.913009901
4.16,2521,0.184544554
4.17,2599,-0.573059406
4.18,2657,-1.136405941
4.19,2716,-1.709465347
4.2,2774,-2.272811881
4.21,2727,-1.816306931
4.22,2635,-0.922722772
4.23,2560,-0.194257426
4.24,2545,-0.048564356
4.25,2506,0.330237624
4.26,2448,0.893584158
4.27,2378,1.573485149
4.28,2365,1.699752475
4.29,2388,1.476356436
4.3,2415,1.214108911
4.31,2484,0.543920792
4.32,2568,-0.271960396
4.33,2621,-0.786742574
4.34,2680,-1.35980198
4.35,2728,-1.826019802
4.36,2761,-2.146544554
4.37,2698,-1.534633663
4.38,2600,-0.582772277
4.39,2553,-0.126267327
4.4,2519,0.203970297
4.41,2491,0.475930693
4.42,2411,1.252960396
4.43,2373,1.622049505
4.44,2361,1.73860396
4.45,2401,1.350089109
4.46,2433,1.039277228
4.47,2522,0.174831683
4.48,2587,-0.45650495
4.49,2636,-0.932435644
4.5,2694,-1.495782178
4.51,2763,-2.165970297
4.52,2745,-1.991138614
4.53,2655,-1.116980198
4.54,2572,-0.310811881
4.55,2544,-0.038851485
4.56,2518,0.213683168
4.57,2465,0.728465347
4.58,2385,1.50549505
4.59,2357,1.777455446
4.6,2376,1.592910891
4.61,2400,1.35980198
4.62,2475,0.631336634
4.63,2554,-0.135980198
4.64,2610,-0.67990099
4.65,2656,-1.126693069
4.66,2716,-1.709465347
4.67,2749,-2.029990099
4.68,2723,-1.777455446
4.69,2625,-0.825594059
4.7,2565,-0.242821782
4.71,2530,0.097128713
4.72,2501,0.37880198
4.73,2441,0.961574257
4.74,2369,1.66090099
4.75,2372,1.631762376
4.76,2382,1.534633663
4.77,2428,1.087841584
4.78,2494,0.446792079
4.79,2579,-0.37880198
4.8,2620,-0.777029703
4.81,2675,-1.311237624
4.82,2720,-1.748316832
4.83,2773,-2.26309901
4.84,2694,-1.495782178
4.85,2598,-0.563346535
4.86,2543,-0.029138614
4.87,2519,0.203970297
4.88,2480,0.582772277
4.89,2413,1.233534653
4.9,2365,1.699752475
4.91,2376,1.592910891
4.92,2396,1.398653465
4.93,2447,0.90329703
4.94,2537,0.029138614
4.95,2597,-0.553633663
4.96,2653,-1.097554455
4.97,2688,-1.43750495
4.98,2762,-2.156257426
4.99,2729,-1.835732673
5,2659,-1.155831683
5.01,2575,-0.339950495
5.02,2538,0.019425743
5.03,2499,0.398227723
5.04,2454,0.835306931
5.05,2394,1.418079208
5.06,2357,1.777455446
5.07,2388,1.476356436
5.08,2403,1.330663366
5.09,2487,0.514782178
5.1,2555,-0.145693069
5.11,2617,-0.747891089
5.12,2657,-1.136405941
5.13,2723,-1.777455446
5.14,2770,-2.233960396
5.15,2711,-1.66090099
5.16,2615,-0.728465347
5.17,2558,-0.174831683
5.18,2523,0.165118812
5.19,2503,0.359376238
5.2,2423,1.136405941
5.21,2378,1.573485149
5.22,2361,1.73860396
5.23,2395,1.408366337
5.24,2431,1.05870297
5.25,2506,0.330237624
5.26,2589,-0.475930693
5.27,2631,-0.883871287
5.28,2692,-1.476356436
5.29,2733,-1.874584158
5.3,2758,-2.117405941
5.31,2667,-1.233534653
5.32,2594,-0.52449505
5.33,2543,-0.029138614
5.34,2512,0.271960396
5.35,2475,0.631336634
5.36,2408,1.28209901
