Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
0,0.036270864,0.114850417,9.567611731
0.01,0.00966028,0.126082487,9.711396886
0.02,0.016813745,0.120940145,9.750750824
0.03,0.049080209,0.173617169,9.691054975
0.04,0.027677646,0.131279265,9.665717293
0.05,0.005613746,0.132293583,9.734334725
0.06,0.023953401,0.144165918,9.721884404
0.07,0.022655308,0.132271958,9.708013403
0.08,-0.030366901,0.137983434,9.673070649
0.09,0.015877306,0.117896821,9.727631846
0.1,0.018637754,0.101009479,9.706768167
0.11,0.017075365,0.152638798,9.68891098
0.12,0.008431678,0.121835127,9.649000957
0.13,0.01419548,0.108403959,9.72669663
0.14,0.042836581,0.117626817,9.69787383
0.15,0.009548245,0.155343174,9.676067475
0.16,0.00506397,0.136110173,9.636937016
0.17,0.04489194,0.156044749,9.746723921
0.18,0.032753266,0.090424289,9.696644216
0.19,0.005758164,0.168443857,9.644826796
0.2,0.024600416,0.103310609,9.665085021
0.21,0.047558002,0.11286841,9.724806519
0.22,-0.001523509,0.131614292,9.745186339
0.23,0.008488732,0.13266659,9.663307496
0.24,0.034967274,0.143038123,9.722920443
0.25,0.043414762,0.096919051,9.72170328
0.26,0.00168174,0.137734977,9.735854164
0.27,0.019436144,0.124621567,9.681956219
0.28,-0.018304092,0.130131854,9.687156468
0.29,0.028666908,0.102943033,9.728760919
0.3,0.01064826,0.141326411,9.678452467
0.31,-0.016558717,0.124891944,9.690225792
0.32,0.02738455,0.102291901,9.698880637
0.33,0.024534341,0.150412686,9.75442289
0.34,0.0107036,0.148159552,9.702676614
0.35,0.01058082,0.135158031,9.675191287
0.36,0.048749823,0.116372783,9.668655584
0.37,0.037488289,0.111519544,9.737801333
0.38,-0.008381793,0.15371525,9.695163833
0.39,0.016499139,0.138948799,9.661873582
0.4,0.017275336,0.143614734,9.71430829
0.41,0.022619134,0.116606694,9.699363178
0.42,-0.010368581,0.139143396,9.677035318
0.43,0.014038792,0.126970758,9.682704908
0.44,0.001196366,0.117084409,9.733225311
0.45,0.031069386,0.113412753,9.728163302
0.46,-1.24E-06,0.134180148,9.658857354
0.47,0.034080649,0.099560464,9.701653258
0.48,0.003980123,0.124573779,9.705378
0.49,0.045721209,0.154573555,9.705999508
0.5,0.025505555,0.116260598,9.630020812
0.51,0.033260735,0.126743862,9.687850623
0.52,0.031135437,0.089847578,9.702547602
0.53,0.003301529,0.175552637,9.734216841
0.54,-0.006332684,0.153100018,9.66325245
0.55,-0.001495839,0.125343115,9.688444822
0.56,0.016909171,0.147128076,9.751344232
0.57,0.000226982,0.153191185,9.716074826
0.58,-0.006805414,0.12837617,9.688622379
0.59,0.026307737,0.124307746,9.736630707
0.6,0.013188871,0.121534216,9.748101839
0.61,0.02150426,0.1248397,9.699407092
0.62,-0.014802394,0.136299039,9.663110843
0.63,0.028675542,0.116385085,9.747846323
0.64,0.012260298,0.114810463,9.683955402
0.65,0.005940847,0.126328667,9.683175279
0.66,0.017688237,0.122086765,9.674627936
0.67,0.02586642,0.105759901,9.707500638
0.68,0.019588987,0.129093718,9.703869576
0.69,0.014038699,0.159996618,9.684256923
0.7,0.016608147,0.11159503,9.668052575
0.71,0.004568691,0.121830817,9.722564067
0.72,0.022245665,0.146255534,9.717590305
0.73,0.017375955,0.134758458,9.663931358
0.74,-0.018825152,0.149126407,9.68405235
0.75,0.031311447,0.137699063,9.74631481
0.76,0.004548322,0.107967555,9.741580302
0.77,0.00577748,0.155545487,9.665677368
0.78,-0.003359899,0.143372566,9.73002014
0.79,0.030728254,0.121535748,9.743939431
0.8,0.017933096,0.134686398,9.718024234
0.81,0.017419763,0.112907717,9.65878797
0.82,0.015859136,0.084803446,9.695264053
0.83,0.019085568,0.071358484,9.754233705
0.84,0.049837937,0.117343859,9.69764467
0.85,0.008806635,0.093089912,9.65883664
0.86,0.005860745,0.114105685,9.692345902
0.87,0.03354606,0.121947875,9.750622813
0.88,0.017867563,0.121855272,9.669641791
0.89,-0.007375015,0.164775014,9.665817024
0.9,0.020668323,0.123133435,9.72231683
0.91,0.026295334,0.14428608,9.729706212
0.92,-0.002723005,0.107429063,9.69255691
0.93,0.013679732,0.132045487,9.649747382
0.94,-0.014168446,0.103197113,9.729498949
0.95,0.025745523,0.131190579,9.719222165
0.96,0.003415987,0.138230143,9.712334078
0.97,0.032972796,0.11790396,9.663093218
0.98,0.000445352,0.116482276,9.748917402
0.99,0.03178539,0.116002198,9.693822325
1,-0.001768345,0.122779258,9.672749667
1.01,0.017589832,0.10788938,9.671234201
1.02,0.044576521,0.119503888,9.699931787
1.03,0.035381421,0.127023547,9.750875575
1.04,0.01730632,0.107658059,9.644418103
1.05,0.002361354,0.124894429,9.669607529
1.06,0.024592848,0.123896068,9.716358967
1.07,0.034418531,0.153484424,9.741341566
1.08,0.009126746,0.151901277,9.648937781
1.09,0.019173747,0.144014124,9.717839669
1.1,0.006763667,0.112943511,9.734694101
1.11,0.038331286,0.154478152,9.680910821
1.12,-0.00849866,0.128529127,9.69126146
1.13,0.011247121,0.12364754,9.698357699
1.14,-0.006925982,0.123754618,9.743110794
1.15,0.023848722,0.131059266,9.691655712
1.16,-0.00667894,0.142394279,9.667606276
1.17,0.018347852,0.10396608,9.699977037
1.18,0.004888821,0.147824357,9.766986259
1.19,-0.001107283,0.147524532,9.693557381
1.2,0.00276246,0.128401921,9.657013375
1.21,0.021109062,0.128306093,9.697890047
1.22,0.014589909,0.106359857,9.714691224
1.23,0.004437181,0.134780595,9.696345872
1.24,0.016046103,0.1034281,9.624367243
1.25,-0.017110824,0.129182557,9.754332252
1.26,0.009208466,0.162363935,9.742788967
1.27,0.024967723,0.143852427,9.690657026
1.28,0.027218827,0.115858664,9.654911661
1.29,0.026127794,0.128778372,9.707581498
1.3,0.010112961,0.119941956,9.753394929
1.31,0.011740745,0.127247385,9.668556137
1.32,-0.023751772,0.104602416,9.702292553
1.33,0.046472156,0.116015135,9.712333908
1.34,0.008736366,0.134827748,9.699072999
1.35,0.038344051,0.137092449,9.634045351
1.36,-0.016173963,0.129265047,9.719614192
1.37,0.019209768,0.11720977,9.756073746
1.38,0.036442894,0.124705636,9.670688829
