Time (s),Raw Acceleration,Acceleration x (m/s^2)
7.89,2547,-0.067990099
7.9,2552,-0.116554455
7.91,2540,0
7.92,2549,-0.087415842
7.93,2542,-0.019425743
7.94,2547,-0.067990099
7.95,2541,-0.009712871
7.96,2547,-0.067990099
7.97,2545,-0.048564356
7.98,2543,-0.029138614
7.99,2542,-0.019425743
8,2545,-0.048564356
8.01,2533,0.067990099
8.02,2513,0.262247525
8.03,2507,0.320524752
8.04,2514,0.252534653
8.05,2553,-0.126267327
8.06,2565,-0.242821782
8.07,2593,-0.514782178
8.08,2580,-0.388514851
8.09,2586,-0.446792079
8.1,2584,-0.427366337
8.11,2603,-0.611910891
8.12,2590,-0.485643564
8.13,2571,-0.30109901
8.14,2548,-0.07770297
8.15,2536,0.038851485
8.16,2530,0.097128713
8.17,2523,0.165118812
8.18,2492,0.466217822
8.19,2472,0.660475248
8.2,2450,0.874158416
8.21,2447,0.90329703
8.22,2444,0.932435644
8.23,2450,0.874158416
8.24,2486,0.52449505
8.25,2526,0.135980198
8.26,2552,-0.116554455
8.27,2561,-0.203970297
8.28,2587,-0.45650495
8.29,2606,-0.641049505
8.3,2637,-0.942148515
8.31,2679,-1.350089109
8.32,2718,-1.728891089
8.33,2689,-1.447217822
8.34,2651,-1.078128713
8.35,2603,-0.611910891
8.36,2605,-0.631336634
8.37,2603,-0.611910891
8.38,2601,-0.592485149
8.39,2562,-0.213683168
8.4,2516,0.233108911
8.41,2459,0.786742574
8.42,2411,1.252960396
8.43,2404,1.320950495
8.44,2383,1.524920792
8.45,2366,1.690039604
8.46,2349,1.855158416
8.47,2366,1.690039604
8.48,2416,1.20439604
8.49,2473,0.650762376
8.5,2522,0.174831683
8.51,2562,-0.213683168
8.52,2593,-0.514782178
8.53,2640,-0.971287129
8.54,2675,-1.311237624
8.55,2743,-1.971712871
8.56,2753,-2.068841584
8.57,2790,-2.428217822
8.58,2723,-1.777455446
8.59,2668,-1.243247525
8.6,2633,-0.90329703
8.61,2617,-0.747891089
8.62,2593,-0.514782178
8.63,2576,-0.349663366
8.64,2534,0.058277228
8.65,2489,0.495356436
8.66,2409,1.272386139
8.67,2380,1.554059406
8.68,2351,1.835732673
8.69,2353,1.816306931
8.7,2342,1.923148515
8.71,2346,1.88429703
8.72,2379,1.563772277
8.73,2433,1.039277228
8.74,2479,0.592485149
8.75,2523,0.165118812
8.76,2570,-0.291386139
8.77,2591,-0.495356436
8.78,2642,-0.990712871
8.79,2684,-1.398653465
8.8,2729,-1.835732673
8.81,2759,-2.127118812
8.82,2799,-2.515633663
8.83,2734,-1.88429703
8.84,2669,-1.252960396
8.85,2627,-0.845019802
8.86,2621,-0.786742574
8.87,2597,-0.553633663
