Time (s),Raw Acceleration,Acceleration x (m/s^2)
3.56,2580,0
3.57,2587,-0.067990099
3.58,2576,0.038851485
3.59,2582,-0.019425743
3.6,2574,0.058277228
3.61,2567,0.126267327
3.62,2523,0.553633663
3.63,2509,0.689613861
3.64,2537,0.417653465
3.65,2626,-0.446792079
3.66,2687,-1.039277228
3.67,2754,-1.690039604
3.68,2723,-1.388940594
3.69,2685,-1.019851485
3.7,2616,-0.349663366
3.71,2564,0.155405941
3.72,2494,0.835306931
3.73,2384,1.903722772
3.74,2320,2.525346535
3.75,2312,2.603049505
3.76,2353,2.204821782
3.77,2462,1.146118812
3.78,2566,0.135980198
3.79,2646,-0.641049505
3.8,2814,-2.272811881
3.81,2992,-4.00170297
3.82,3042,-4.487346535
3.83,2904,-3.146970297
3.84,2811,-2.243673267
3.85,2722,-1.379227723
3.86,2612,-0.310811881
3.87,2437,1.388940594
3.88,2193,3.758881188
3.89,1988,5.750019802
3.9,2018,5.458633663
3.91,2191,3.778306931
3.92,2341,2.321376238
3.93,2484,0.932435644
3.94,2631,-0.495356436
3.95,2795,-2.088267327
3.96,3107,-5.118683168
3.97,3341,-7.39149505
3.98,3100,-5.050693069
3.99,2911,-3.214960396
4,2792,-2.059128713
4.01,2640,-0.582772277
4.02,2496,0.815881188
4.03,2254,3.16639604
4.04,2044,5.20609901
4.05,1909,6.517336634
4.06,2092,4.739881188
4.07,2235,3.350940594
4.08,2386,1.88429703
4.09,2574,0.058277228
4.1,2717,-1.330663366
4.11,2920,-3.302376238
4.12,3172,-5.750019802
4.13,3294,-6.934990099
4.14,2985,-3.933712871
4.15,2887,-2.981851485
4.16,2736,-1.515207921
4.17,2567,0.126267327
4.18,2391,1.835732673
4.19,2146,4.215386139
4.2,2000,5.633465347
4.21,1974,5.886
4.22,2154,4.137683168
4.23,2283,2.884722772
4.24,2443,1.330663366
4.25,2645,-0.631336634
4.26,2777,-1.913435644
4.27,3042,-4.487346535
4.28,3226,-6.274514851
4.29,3191,-5.934564356
4.3,2933,-3.428643564
4.31,2840,-2.525346535
4.32,2670,-0.874158416
4.33,2517,0.611910891
4.34,2287,2.845871287
4.35,2094,4.720455446
4.36,1950,6.119108911
4.37,2053,5.118683168
4.38,2219,3.506346535
4.39,2347,2.26309901
4.4,2515,0.631336634
4.41,2690,-1.068415842
4.42,2854,-2.661326733
4.43,3127,-5.312940594
4.44,3273,-6.731019802
4.45,3068,-4.739881188
4.46,2886,-2.972138614
4.47,2782,-1.962
4.48,2623,-0.417653465
4.49,2440,1.35980198
4.5,2214,3.554910891
4.51,2036,5.28380198
4.52,1963,5.992841584
4.53,2120,4.467920792
4.54,2277,2.943
4.55,2398,1.767742574
4.56,2592,-0.116554455
4.57,2752,-1.670613861
4.58,2957,-3.661752475
4.59,3185,-5.876287129
4.6,3244,-6.449346535
4.61,3005,-4.127970297
4.62,2836,-2.48649505
4.63,2722,-1.379227723
4.64,2570,0.097128713
4.65,2353,2.204821782
4.66,2136,4.312514851
4.67,1969,5.934564356
4.68,2023,5.410069307
4.69,2190,3.788019802
4.7,2335,2.379653465
4.71,2462,1.146118812
4.72,2654,-0.718752475
4.73,2809,-2.224247525
4.74,3047,-4.535910891
4.75,3254,-6.546475248
4.76,3122,-5.264376238
4.77,2914,-3.24409901
4.78,2795,-2.088267327
4.79,2670,-0.874158416
4.8,2511,0.670188119
4.81,2274,2.972138614
4.82,2081,4.846722772
4.83,1940,6.216237624
4.84,2105,4.613613861
4.85,2246,3.24409901
4.86,2369,2.049415842
4.87,2535,0.437079208
4.88,2699,-1.155831683
4.89,2916,-3.263524752
