Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
27.67480535000737,0.07182240841944454,-0.2011336696487717,9.534017912811233
27.48296108020524,0.09609306134993105,-0.196241410406522,9.543724233496162
27.656951842783563,0.10319516376012278,-0.19682255634296483,9.548183617040555
27.528699952663196,0.11178640450226772,-0.19782287395198606,9.529441063206061
27.658480993738863,0.12008023885257497,-0.21070939651757656,9.553792480156087
27.564253838858086,0.10560365950889113,-0.1954089468983299,9.537834059988235
27.668271564557205,0.10629918032446038,-0.19573448837113575,9.53727103738778
27.594793553605165,0.0992832092705302,-0.1957634120986827,9.555884765940192
27.680487281077834,0.07721160845659265,-0.1880772044214561,9.540492353439397
27.620809934703853,0.10079581877234062,-0.20274678083456824,9.544616105556132
27.69446936647196,0.1081407687223266,-0.20744158012182642,9.552168326308413
27.645248330261765,0.09710122179484222,-0.1894755224305537,9.566124128436376
27.710885112151548,0.09802899984471046,-0.18071795820385533,9.562855276964642
27.669508124254662,0.08799263727159136,-0.20815903349101236,9.547076366197984
27.727303048794166,0.1187176433683749,-0.20238704094246682,9.538714995302902
27.69190852160067,0.10274446812714232,-0.21641791898378138,9.541913593769339
27.74444307036944,0.18102378834175528,-0.1953193852407894,9.55465860754653
27.71387593375595,0.4031547053158072,-0.2118564142551758,9.538287151017135
27.76219401563519,0.4453052308186296,-0.20774520117837117,9.51863560553771
27.73656370012421,0.31464234619874815,-0.20321600018150313,9.531619152701435
27.780698312922123,0.0656895793869446,-0.19008677521848516,9.533165167541078
27.757608819066107,-0.1606156171133123,-0.19929255069759702,9.54439376878616
27.79977314295616,-0.3028179478872417,-0.17871663355185766,9.551093830904309
27.780884566370307,-0.2917288797739107,-0.1784719724632701,9.549985819183245
27.819030219922585,-0.25562034667583433,-0.17198427686911366,9.519771516035327
27.801576929817802,-0.3545549211031319,-0.15889520084993367,9.522991701557324
27.83749640958222,-0.38823139479526947,-0.18183710825820487,9.559155610226084
27.822221487411156,-0.3395369568271489,-0.1876007091383041,9.558348628456415
27.85617088123083,-0.1452700157226106,-0.18793824095305478,9.551832045374477
27.842768161761718,0.037883967088948305,-0.2026946523948151,9.534267950644452
27.87496711205963,0.21082581042903403,-0.19298793645382817,9.528036909422335
27.864708744058266,0.30345497774877833,-0.20424778461737594,9.557497919637385
27.89592045028867,0.42344012901667827,-0.2254561554912925,9.542291234778354
27.885368883333722,0.588883954426586,-0.2051973384925461,9.542979099913406
27.915252370759422,0.8289781069747952,-0.2321387303826754,9.546683054922616
27.906838277922606,0.9855668155050711,-0.20848307106208713,9.53521399653138
27.934684796727392,1.0576248714844088,-0.2094887557675662,9.53161579841842
27.926976120226797,1.1129248606989002,-0.2332535314698043,9.554559095924235
27.953742686615648,0.9804249007643722,-0.20995996953567828,9.51935867848491
27.94707746914981,0.610189736311664,-0.18355277090871855,9.523022523939972
27.972860774623552,0.24423838099771272,-0.2115278953439819,9.556958358754919
27.967137898097942,0.05299712957912778,-0.21678458120540378,9.550894175100106
27.991987601231983,-0.06575838416177796,-0.21313909226027739,9.545637823162851
27.98719101095482,-0.17258425422055673,-0.18839485189882463,9.531390596095278
28.011509232068985,-0.4350862622276649,-0.1836115246199511,9.519049893114625
28.008338887800054,-0.8255170807264772,-0.18247242055701174,9.526121806679562
28.031378565074874,-1.2700083075638713,-0.1356576608365892,9.54652333647324
28.02826037007658,-1.495481588889415,-0.15551943986406772,9.57810220399652
28.05081895401407,-1.290421139056342,-0.17720834238133684,9.57373821485041
28.049335107770453,-0.8421310082837503,-0.1687109182209511,9.539859894110336
28.07087148437234,-0.6096272179810284,-0.15979146322179788,9.520360635119538
