Time (s),Raw Acceleration,Acceleration x (m/s^2)
3.85,2581,-0.009712871
3.86,2575,0.048564356
3.87,2585,-0.048564356
3.88,2583,-0.029138614
3.89,2584,-0.038851485
3.9,2575,0.048564356
3.91,2581,-0.009712871
3.92,2581,-0.009712871
3.93,2555,0.242821782
3.94,2535,0.437079208
3.95,2551,0.281673267
3.96,2609,-0.281673267
3.97,2641,-0.592485149
3.98,2683,-1.000425743
3.99,2674,-0.913009901
4,2651,-0.689613861
4.01,2590,-0.097128713
4.02,2563,0.165118812
4.03,2515,0.631336634
4.04,2474,1.029564356
4.05,2412,1.631762376
4.06,2424,1.515207921
4.07,2429,1.466643564
4.08,2519,0.592485149
4.09,2601,-0.203970297
4.1,2671,-0.883871287
4.11,2735,-1.50549505
4.12,2807,-2.204821782
4.13,2839,-2.515633663
4.14,2787,-2.010564356
4.15,2687,-1.039277228
4.16,2623,-0.417653465
4.17,2562,0.174831683
4.18,2476,1.010138614
4.19,2345,2.282524752
4.2,2249,3.214960396
4.21,2253,3.176108911
4.22,2331,2.41850495
4.23,2447,1.291811881
4.24,2573,0.067990099
4.25,2667,-0.845019802
4.26,2786,-2.000851485
4.27,2940,-3.496633663
4.28,2995,-4.030841584
4.29,2888,-2.991564356
4.3,2734,-1.495782178
4.31,2668,-0.854732673
4.32,2578,0.019425743
4.33,2486,0.913009901
4.34,2319,2.535059406
4.35,2227,3.428643564
4.36,2207,3.62290099
4.37,2296,2.758455446
4.38,2398,1.767742574
4.39,2512,0.660475248
4.4,2613,-0.320524752
4.41,2703,-1.194683168
4.42,2848,-2.603049505
4.43,2968,-3.768594059
4.44,2972,-3.807445545
4.45,2812,-2.253386139
4.46,2708,-1.243247525
4.47,2647,-0.650762376
4.48,2570,0.097128713
4.49,2426,1.495782178
4.5,2293,2.787594059
4.51,2209,3.603475248
4.52,2252,3.185821782
4.53,2315,2.573910891
4.54,2437,1.388940594
4.55,2535,0.437079208
4.56,2648,-0.660475248
4.57,2757,-1.719178218
4.58,2895,-3.059554455
4.59,2982,-3.904574257
4.6,2934,-3.438356436
4.61,2765,-1.796881188
4.62,2695,-1.116980198
4.63,2600,-0.194257426
4.64,2526,0.52449505
4.65,2375,1.991138614
4.66,2255,3.156683168
4.67,2214,3.554910891
4.68,2279,2.923574257
4.69,2365,2.088267327
4.7,2474,1.029564356
4.71,2579,0.009712871
4.72,2675,-0.922722772
4.73,2802,-2.156257426
4.74,2944,-3.535485149
4.75,2983,-3.914287129
4.76,2858,-2.700178218
4.77,2725,-1.408366337
4.78,2660,-0.777029703
4.79,2580,0
4.8,2469,1.078128713
4.81,2321,2.515633663
4.82,2236,3.341227723
4.83,2234,3.360653465
4.84,2298,2.739029703
4.85,2412,1.631762376
4.86,2522,0.563346535
4.87,2624,-0.427366337
4.88,2714,-1.301524752
4.89,2859,-2.709891089
4.9,2966,-3.749168317
4.91,2959,-3.681178218
4.92,2791,-2.049415842
4.93,2702,-1.184970297
4.94,2631,-0.495356436
4.95,2549,0.30109901
4.96,2413,1.622049505
4.97,2284,2.875009901
4.98,2216,3.535485149
4.99,2256,3.146970297
5,2345,2.282524752
5.01,2445,1.311237624
5.02,2564,0.155405941
5.03,2633,-0.514782178
5.04,2772,-1.864871287
5.05,2907,-3.176108911
5.06,2987,-3.953138614
5.07,2893,-3.040128713
5.08,2753,-1.680326733
5.09,2672,-0.893584158
5.1,2601,-0.203970297
5.11,2501,0.767316832
5.12,2363,2.107693069
5.13,2246,3.24409901
5.14,2233,3.370366337
5.15,2275,2.962425743
5.16,2379,1.952287129
5.17,2485,0.922722772
5.18,2601,-0.203970297
5.19,2679,-0.961574257
5.2,2818,-2.311663366
5.21,2938,-3.477207921
5.22,2978,-3.865722772
5.23,2835,-2.476782178
5.24,2714,-1.301524752
5.25,2655,-0.728465347
5.26,2565,0.145693069
5.27,2458,1.184970297
5.28,2321,2.515633663
5.29,2233,3.370366337
5.3,2241,3.292663366
5.31,2327,2.457356436
5.32,2417,1.58319802
5.33,2537,0.417653465
5.34,2620,-0.388514851
5.35,2731,-1.466643564
5.36,2868,-2.797306931
5.37,2978,-3.865722772
5.38,2928,-3.380079208
5.39,2779,-1.932861386
5.4,2685,-1.019851485
5.41,2626,-0.446792079
5.42,2534,0.446792079
5.43,2400,1.748316832
5.44,2275,2.962425743
5.45,2216,3.535485149
5.46,2274,2.972138614
5.47,2354,2.195108911
5.48,2462,1.146118812
5.49,2563,0.165118812
5.5,2659,-0.767316832
5.51,2781,-1.952287129
5.52,2926,-3.360653465
5.53,2976,-3.84629703
5.54,2882,-2.933287129
5.55,2727,-1.427792079
5.56,2673,-0.90329703
5.57,2586,-0.058277228
5.58,2502,0.75760396
5.59,2342,2.311663366
5.6,2245,3.253811881
5.61,2226,3.438356436
5.62,2311,2.612762376
5.63,2392,1.826019802
5.64,2507,0.709039604
5.65,2598,-0.174831683
5.66,2699,-1.155831683
5.67,2833,-2.457356436
5.68,2948,-3.574336634
5.69,2957,-3.661752475
5.7,2818,-2.311663366
5.71,2704,-1.20439604
5.72,2649,-0.670188119
5.73,2567,0.126267327
5.74,2440,1.35980198
5.75,2300,2.71960396
5.76,2230,3.39950495
5.77,2252,3.185821782
5.78,2346,2.272811881
5.79,2429,1.466643564
5.8,2547,0.320524752
5.81,2636,-0.543920792
5.82,2742,-1.573485149
5.83,2890,-3.010990099
5.84,2967,-3.758881188
5.85,2923,-3.331514851
5.86,2751,-1.66090099
5.87,2698,-1.146118812
5.88,2610,-0.291386139
5.89,2535,0.437079208
5.9,2385,1.894009901
5.91,2262,3.088693069
5.92,2213,3.564623762
