Time (s),Raw Acceleration,Acceleration x (m/s^2)
4.11,2573,0.067990099
4.12,2588,-0.07770297
4.13,2575,0.048564356
4.14,2583,-0.029138614
4.15,2553,0.262247525
4.16,2555,0.242821782
4.17,2560,0.194257426
4.18,2605,-0.242821782
4.19,2638,-0.563346535
4.2,2660,-0.777029703
4.21,2647,-0.650762376
4.22,2635,-0.534207921
4.23,2591,-0.106841584
4.24,2556,0.233108911
4.25,2523,0.553633663
4.26,2475,1.019851485
4.27,2454,1.223821782
4.28,2464,1.126693069
4.29,2473,1.039277228
4.3,2545,0.339950495
4.31,2608,-0.271960396
4.32,2658,-0.75760396
4.33,2732,-1.476356436
4.34,2786,-2.000851485
4.35,2788,-2.020277228
4.36,2713,-1.291811881
4.37,2646,-0.641049505
4.38,2591,-0.106841584
4.39,2549,0.30109901
4.4,2483,0.942148515
4.41,2390,1.845445545
4.42,2324,2.48649505
4.43,2322,2.505920792
4.44,2378,1.962
4.45,2506,0.718752475
4.46,2606,-0.252534653
4.47,2674,-0.913009901
4.48,2762,-1.767742574
4.49,2857,-2.690465347
4.5,2892,-3.030415842
4.51,2816,-2.292237624
4.52,2684,-1.010138614
4.53,2613,-0.320524752
4.54,2548,0.310811881
4.55,2469,1.078128713
4.56,2369,2.049415842
4.57,2313,2.593336634
4.58,2314,2.583623762
4.59,2352,2.214534653
4.6,2441,1.350089109
4.61,2560,0.194257426
4.62,2636,-0.543920792
4.63,2703,-1.194683168
4.64,2799,-2.127118812
4.65,2878,-2.894435644
4.66,2868,-2.797306931
4.67,2756,-1.709465347
4.68,2668,-0.854732673
4.69,2588,-0.07770297
4.7,2541,0.37880198
4.71,2429,1.466643564
4.72,2350,2.233960396
4.73,2292,2.797306931
4.74,2337,2.360227723
4.75,2376,1.981425743
4.76,2488,0.893584158
4.77,2591,-0.106841584
4.78,2662,-0.796455446
4.79,2735,-1.50549505
4.8,2838,-2.505920792
4.81,2890,-3.010990099
4.82,2838,-2.505920792
4.83,2710,-1.262673267
4.84,2633,-0.514782178
4.85,2568,0.116554455
4.86,2511,0.670188119
4.87,2398,1.767742574
4.88,2334,2.389366337
4.89,2305,2.671039604
4.9,2345,2.282524752
4.91,2411,1.641475248
4.92,2527,0.514782178
4.93,2619,-0.37880198
4.94,2692,-1.087841584
4.95,2777,-1.913435644
4.96,2855,-2.671039604
4.97,2893,-3.040128713
4.98,2781,-1.952287129
4.99,2683,-1.000425743
5,2604,-0.233108911
5.01,2561,0.184544554
5.02,2472,1.048990099
5.03,2362,2.117405941
5.04,2305,2.671039604
5.05,2332,2.408792079
5.06,2357,2.165970297
5.07,2453,1.233534653
5.08,2564,0.155405941
5.09,2649,-0.670188119
5.1,2713,-1.291811881
5.11,2812,-2.253386139
5.12,2878,-2.894435644
5.13,2859,-2.709891089
5.14,2733,-1.486069307
5.15,2652,-0.699326733
5.16,2577,0.029138614
5.17,2538,0.407940594
5.18,2429,1.466643564
5.19,2338,2.350514851
5.2,2305,2.671039604
5.21,2328,2.447643564
5.22,2391,1.835732673
5.23,2495,0.825594059
5.24,2608,-0.271960396
5.25,2662,-0.796455446
5.26,2749,-1.641475248
5.27,2834,-2.467069307
5.28,2894,-3.049841584
5.29,2817,-2.301950495
5.3,2709,-1.252960396
5.31,2619,-0.37880198
5.32,2565,0.145693069
5.33,2501,0.767316832
5.34,2400,1.748316832
5.35,2320,2.525346535
5.36,2313,2.593336634
5.37,2343,2.301950495
5.38,2439,1.369514851
5.39,2534,0.446792079
5.4,2636,-0.543920792
5.41,2687,-1.039277228
5.42,2792,-2.059128713
5.43,2865,-2.768168317
5.44,2876,-2.875009901
5.45,2762,-1.767742574
5.46,2681,-0.981
5.47,2593,-0.126267327
5.48,2559,0.203970297
5.49,2462,1.146118812
5.5,2354,2.195108911
5.51,2301,2.709891089
5.52,2331,2.41850495
5.53,2379,1.952287129
5.54,2469,1.078128713
5.55,2581,-0.009712871
5.56,2646,-0.641049505
5.57,2714,-1.301524752
5.58,2820,-2.331089109
5.59,2892,-3.030415842
5.6,2850,-2.622475248
5.61,2734,-1.495782178
5.62,2637,-0.553633663
5.63,2583,-0.029138614
5.64,2524,0.543920792
5.65,2433,1.427792079
5.66,2337,2.360227723
5.67,2310,2.622475248
5.68,2340,2.331089109
5.69,2407,1.680326733
5.7,2503,0.747891089
5.71,2612,-0.310811881
5.72,2669,-0.864445545
5.73,2762,-1.767742574
5.74,2841,-2.535059406
5.75,2893,-3.040128713
5.76,2796,-2.097980198
5.77,2696,-1.126693069
5.78,2608,-0.271960396
5.79,2571,0.087415842
5.8,2495,0.825594059
5.81,2382,1.923148515
5.82,2322,2.505920792
5.83,2325,2.476782178
5.84,2361,2.127118812
5.85,2437,1.388940594
5.86,2545,0.339950495
5.87,2634,-0.52449505
5.88,2701,-1.175257426
5.89,2790,-2.03970297
5.9,2865,-2.768168317
5.91,2859,-2.709891089
5.92,2764,-1.787168317
5.93,2659,-0.767316832
5.94,2594,-0.135980198
5.95,2537,0.417653465
5.96,2462,1.146118812
5.97,2349,2.243673267
5.98,2321,2.515633663
5.99,2331,2.41850495
6,2388,1.864871287
6.01,2469,1.078128713
6.02,2593,-0.126267327
6.03,2640,-0.582772277
6.04,2739,-1.544346535
6.05,2811,-2.243673267
6.06,2890,-3.010990099
6.07,2827,-2.399079208
6.08,2716,-1.320950495
6.09,2621,-0.398227723
6.1,2573,0.067990099
6.11,2516,0.621623762
6.12,2416,1.592910891
6.13,2330,2.428217822
6.14,2329,2.437930693
6.15,2346,2.272811881
6.16,2419,1.563772277
6.17,2513,0.650762376
6.18,2611,-0.30109901
6.19,2677,-0.942148515
6.2,2769,-1.835732673
6.21,2846,-2.583623762
6.22,2872,-2.836158416
6.23,2790,-2.03970297
6.24,2675,-0.922722772
6.25,2606,-0.252534653
6.26,2548,0.310811881
6.27,2491,0.864445545
6.28,2379,1.952287129
6.29,2320,2.525346535
6.3,2326,2.467069307
6.31,2370,2.03970297
6.32,2446,1.301524752
6.33,2561,0.184544554
6.34,2638,-0.563346535
6.35,2707,-1.233534653
6.36,2791,-2.049415842
6.37,2881,-2.923574257
6.38,2844,-2.56419802
6.39,2753,-1.680326733
6.4,2649,-0.670188119
6.41,2588,-0.07770297
6.42,2536,0.427366337
6.43,2442,1.340376238
6.44,2343,2.301950495
6.45,2326,2.467069307
6.46,2334,2.389366337
6.47,2391,1.835732673
6.48,2509,0.689613861
6.49,2614,-0.330237624
6.5,2685,-1.019851485
6.51,2747,-1.622049505
6.52,2815,-2.282524752
6.53,2833,-2.457356436
6.54,2764,-1.787168317
6.55,2652,-0.699326733
6.56,2587,-0.067990099
6.57,2539,0.398227723
6.58,2502,0.75760396
6.59,2430,1.456930693
6.6,2426,1.495782178
6.61,2431,1.447217822
6.62,2462,1.146118812
6.63,2483,0.942148515
6.64,2583,-0.029138614
6.65,2638,-0.563346535
6.66,2678,-0.951861386
6.67,2684,-1.010138614
6.68,2714,-1.301524752
6.69,2663,-0.806168317
6.7,2631,-0.495356436
6.71,2581,-0.009712871
6.72,2564,0.155405941
6.73,2531,0.475930693
6.74,2531,0.475930693
6.75,2517,0.611910891
6.76,2549,0.30109901
6.77,2565,0.145693069
6.78,2582,-0.019425743
6.79,2589,-0.087415842
6.8,2597,-0.165118812
6.81,2582,-0.019425743
6.82,2579,0.009712871
6.83,2583,-0.029138614
