Time (s),Raw Acceleration,Acceleration x (m/s^2)
3.86,2588,-0.07770297
3.87,2577,0.029138614
3.88,2589,-0.087415842
3.89,2577,0.029138614
3.9,2583,-0.029138614
3.91,2576,0.038851485
3.92,2587,-0.067990099
3.93,2577,0.029138614
3.94,2582,-0.019425743
3.95,2582,-0.019425743
3.96,2578,0.019425743
3.97,2579,0.009712871
3.98,2581,-0.009712871
3.99,2584,-0.038851485
4,2581,-0.009712871
4.01,2585,-0.048564356
4.02,2584,-0.038851485
4.03,2585,-0.048564356
4.04,2583,-0.029138614
4.05,2584,-0.038851485
4.06,2574,0.058277228
4.07,2589,-0.087415842
4.08,2576,0.038851485
4.09,2587,-0.067990099
4.1,2571,0.087415842
4.11,2592,-0.116554455
4.12,2572,0.07770297
4.13,2589,-0.087415842
4.14,2574,0.058277228
4.15,2585,-0.048564356
4.16,2580,0
4.17,2587,-0.067990099
4.18,2579,0.009712871
4.19,2586,-0.058277228
4.2,2579,0.009712871
4.21,2570,0.097128713
4.22,2560,0.194257426
4.23,2556,0.233108911
4.24,2556,0.233108911
4.25,2568,0.116554455
4.26,2584,-0.038851485
4.27,2590,-0.097128713
4.28,2589,-0.087415842
4.29,2580,0
4.3,2586,-0.058277228
4.31,2590,-0.097128713
4.32,2602,-0.213683168
4.33,2600,-0.194257426
4.34,2610,-0.291386139
4.35,2602,-0.213683168
4.36,2601,-0.203970297
4.37,2597,-0.165118812
4.38,2610,-0.291386139
4.39,2610,-0.291386139
4.4,2615,-0.339950495
4.41,2602,-0.213683168
4.42,2600,-0.194257426
4.43,2586,-0.058277228
4.44,2598,-0.174831683
4.45,2598,-0.174831683
4.46,2601,-0.203970297
4.47,2593,-0.126267327
4.48,2589,-0.087415842
4.49,2574,0.058277228
4.5,2576,0.038851485
4.51,2576,0.038851485
4.52,2572,0.07770297
4.53,2569,0.106841584
4.54,2558,0.213683168
4.55,2551,0.281673267
4.56,2549,0.30109901
4.57,2552,0.271960396
4.58,2538,0.407940594
4.59,2539,0.398227723
4.6,2527,0.514782178
4.61,2528,0.505069307
4.62,2528,0.505069307
4.63,2533,0.45650495
4.64,2529,0.495356436
4.65,2560,0.194257426
4.66,2559,0.203970297
4.67,2568,0.116554455
4.68,2554,0.252534653
4.69,2567,0.126267327
4.7,2561,0.184544554
4.71,2582,-0.019425743
4.72,2576,0.038851485
4.73,2596,-0.155405941
4.74,2594,-0.135980198
4.75,2613,-0.320524752
4.76,2601,-0.203970297
4.77,2616,-0.349663366
4.78,2621,-0.398227723
4.79,2638,-0.563346535
4.8,2630,-0.485643564
4.81,2652,-0.699326733
4.82,2669,-0.864445545
4.83,2670,-0.874158416
4.84,2635,-0.534207921
4.85,2640,-0.582772277
4.86,2631,-0.495356436
4.87,2628,-0.466217822
4.88,2634,-0.52449505
4.89,2636,-0.543920792
4.9,2637,-0.553633663
4.91,2625,-0.437079208
4.92,2623,-0.417653465
4.93,2616,-0.349663366
4.94,2612,-0.310811881
4.95,2598,-0.174831683
4.96,2600,-0.194257426
4.97,2574,0.058277228
4.98,2572,0.07770297
4.99,2548,0.310811881
5,2554,0.252534653
5.01,2534,0.446792079
5.02,2523,0.553633663
5.03,2513,0.650762376
5.04,2514,0.641049505
5.05,2498,0.796455446
5.06,2506,0.718752475
5.07,2498,0.796455446
5.08,2483,0.942148515
5.09,2474,1.029564356
5.1,2457,1.194683168
5.11,2474,1.029564356
5.12,2508,0.699326733
5.13,2526,0.52449505
5.14,2520,0.582772277
5.15,2521,0.573059406
5.16,2519,0.592485149
5.17,2535,0.437079208
5.18,2544,0.349663366
5.19,2563,0.165118812
5.2,2573,0.067990099
5.21,2590,-0.097128713
5.22,2591,-0.106841584
5.23,2631,-0.495356436
5.24,2629,-0.475930693
5.25,2650,-0.67990099
5.26,2647,-0.650762376
