Time (s),Raw Acceleration,Acceleration x (m/s^2)
2.95,2586,-0.058277228
2.96,2579,0.009712871
2.97,2591,-0.106841584
2.98,2574,0.058277228
2.99,2593,-0.126267327
3,2583,-0.029138614
3.01,2592,-0.116554455
3.02,2579,0.009712871
3.03,2583,-0.029138614
3.04,2574,0.058277228
3.05,2590,-0.097128713
3.06,2573,0.067990099
3.07,2588,-0.07770297
3.08,2570,0.097128713
3.09,2559,0.203970297
3.1,2543,0.359376238
3.11,2554,0.252534653
3.12,2577,0.029138614
3.13,2609,-0.281673267
3.14,2629,-0.475930693
3.15,2623,-0.417653465
3.16,2619,-0.37880198
3.17,2625,-0.437079208
3.18,2635,-0.534207921
3.19,2628,-0.466217822
3.2,2614,-0.330237624
3.21,2588,-0.07770297
3.22,2572,0.07770297
3.23,2560,0.194257426
3.24,2561,0.184544554
3.25,2538,0.407940594
3.26,2516,0.621623762
3.27,2493,0.845019802
3.28,2489,0.883871287
3.29,2477,1.000425743
3.3,2486,0.913009901
3.31,2513,0.650762376
3.32,2556,0.233108911
3.33,2582,-0.019425743
3.34,2595,-0.145693069
3.35,2608,-0.271960396
3.36,2631,-0.495356436
3.37,2661,-0.786742574
3.38,2705,-1.214108911
3.39,2753,-1.680326733
3.4,2729,-1.447217822
3.41,2702,-1.184970297
3.42,2647,-0.650762376
3.43,2652,-0.699326733
3.44,2631,-0.495356436
3.45,2630,-0.485643564
3.46,2595,-0.145693069
3.47,2568,0.116554455
3.48,2505,0.728465347
3.49,2460,1.165544554
3.5,2429,1.466643564
3.51,2422,1.534633663
3.52,2407,1.680326733
3.53,2406,1.690039604
3.54,2411,1.641475248
3.55,2452,1.243247525
3.56,2495,0.825594059
3.57,2534,0.446792079
3.58,2577,0.029138614
3.59,2628,-0.466217822
3.6,2662,-0.796455446
3.61,2728,-1.43750495
3.62,2758,-1.728891089
3.63,2793,-2.068841584
3.64,2815,-2.282524752
3.65,2789,-2.029990099
3.66,2722,-1.379227723
3.67,2679,-0.961574257
3.68,2657,-0.747891089
3.69,2641,-0.592485149
3.7,2620,-0.388514851
3.71,2564,0.155405941
3.72,2522,0.563346535
3.73,2458,1.184970297
3.74,2411,1.641475248
3.75,2392,1.826019802
3.76,2400,1.748316832
3.77,2393,1.816306931
3.78,2395,1.796881188
3.79,2418,1.573485149
3.8,2475,1.019851485
3.81,2511,0.670188119
3.82,2541,0.37880198
3.83,2584,-0.038851485
3.84,2634,-0.52449505
3.85,2670,-0.874158416
3.86,2721,-1.369514851
3.87,2761,-1.758029703
3.88,2780,-1.942574257
3.89,2820,-2.331089109
3.9,2782,-1.962
3.91,2726,-1.418079208
3.92,2681,-0.981
3.93,2662,-0.796455446
3.94,2636,-0.543920792
3.95,2624,-0.427366337
3.96,2574,0.058277228
3.97,2529,0.495356436
3.98,2452,1.243247525
3.99,2424,1.515207921
4,2396,1.787168317
4.01,2409,1.66090099
4.02,2386,1.88429703
4.03,2393,1.816306931
4.04,2411,1.641475248
4.05,2474,1.029564356
4.06,2509,0.689613861
4.07,2544,0.349663366
4.08,2574,0.058277228
4.09,2625,-0.437079208
4.1,2659,-0.767316832
4.11,2727,-1.427792079
4.12,2765,-1.796881188
4.13,2792,-2.059128713
4.14,2812,-2.253386139
4.15,2790,-2.03970297
4.16,2729,-1.447217822
4.17,2684,-1.010138614
4.18,2661,-0.786742574
4.19,2641,-0.592485149
4.2,2623,-0.417653465
